Fecha,Symbol,Fold,Target,Predicted,Model,TargetName
2020-10-20,NVDA,2020,0.34834,0.41406196,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-21,NVDA,2020,0.29902,0.39097434,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-22,NVDA,2020,0.27603,0.35504517,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-23,NVDA,2020,0.23928,0.3976776,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-26,NVDA,2020,0.22804,0.35575515,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-27,NVDA,2020,0.25718,0.38633814,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-28,NVDA,2020,0.31861,0.31303173,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-29,NVDA,2020,0.42943,0.37178963,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-30,NVDA,2020,0.56365,0.3225574,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-02,NVDA,2020,0.59393,0.3447583,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-03,NVDA,2020,0.57047,0.42663133,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-04,NVDA,2020,0.58942,0.5887271,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-05,NVDA,2020,0.60057,0.6422071,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-06,NVDA,2020,0.61604,0.6885444,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-09,NVDA,2020,0.62636,0.5850531,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-10,NVDA,2020,0.64671,0.44020963,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-11,NVDA,2020,0.5961,0.48438174,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-12,NVDA,2020,0.57327,0.5110591,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-13,NVDA,2020,0.48128,0.4326367,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-16,NVDA,2020,0.39397,0.45657164,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-17,NVDA,2020,0.32885,0.44772166,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-18,NVDA,2020,0.33655,0.45915094,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-19,NVDA,2020,0.37694,0.47225973,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-20,NVDA,2020,0.47007,0.4359919,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-23,NVDA,2020,0.50453,0.42940867,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-24,NVDA,2020,0.48093,0.39507356,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-25,NVDA,2020,0.49314,0.45673785,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-27,NVDA,2020,0.52001,0.45219597,MLP-Torch,TARGET_TREND_ANG_15_5
2020-11-30,NVDA,2020,0.53568,0.48047063,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-01,NVDA,2020,0.54781,0.5115681,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-02,NVDA,2020,0.52416,0.5640592,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-03,NVDA,2020,0.50933,0.569422,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-04,NVDA,2020,0.50264,0.56843084,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-07,NVDA,2020,0.4928,0.57361203,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-08,NVDA,2020,0.48831,0.5219156,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-09,NVDA,2020,0.45716,0.37508622,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-10,NVDA,2020,0.45402,0.38662654,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-11,NVDA,2020,0.44696,0.3942503,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-14,NVDA,2020,0.45649,0.46178952,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-15,NVDA,2020,0.46095,0.48713335,MLP-Torch,TARGET_TREND_ANG_15_5
