Stock;Features
MAR;RSI_8, MACD_SIGNAL_12_26_9, CCI_15, ROC_1, ROC_COL_Low_5, MDI_14, BB_PERCENT_B_10_1.5, BB_PERCENT_B_10_2, BB_UPPER_20_1, BB_SMA_20_2, BB_PERCENT_B_30_2, BB_SMA_20_3, BB_UPPER_20_3, MFI_10, BINARY_EMA_12_UPTREND, BINARY_ROC_2_UPTREND, BINARY_ATR_8_VOL_UP, BINARY_BB_10_1.5_ABOVE, BINARY_BB_20_3_ABOVE, BINARY_ADL_UP, BINARY_ADL_EMA_10_UP, BINARY_ADL_EMA_12_DOWN, BINARY_ADL_EMA_14_DOWN, BINARY_TEMA_14_UPTREND, BINARY_ULCER_INDEX_9_DOWN
CDNS;RSI_8, MACD_12_26_9, MACD_SIGNAL_7_18_9, MACD_HISTOGRAM_7_18_9, ROC_COL_High_2, BB_UPPER_10_1.5, BB_SMA_20_1, BB_UPPER_30_2, BB_LOWER_30_2, BB_PERCENT_B_20_3, OBV, CONNORS_PERCENT_RANK_25, ADL_EMA_12, BINARY_CCI_12_OVERBOUGHT, BINARY_ROC_5_UPTREND, BINARY_ADX_10_STRONG_TREND, BINARY_BB_20_2_ABOVE, BINARY_BB_30_2_ABOVE, BINARY_BB_50_2_ABOVE, BINARY_CONNORS_RSI_3_2_25_OVERSOLD, BINARY_ADL_UP, BINARY_ADL_EMA_10_DOWN, BINARY_ADL_EMA_14_UP, BINARY_ADL_EMA_14_DOWN, BINARY_ULCER_INDEX_5_DOWN
CAT;MACD_10_20_7, WILLIAMS_R_14, ROC_COL_High_10, ADX_9, ADX_10, ATR_14, BB_LOWER_20_1, BB_ZSCORE_20_2, BB_LOWER_50_2, BB_PERCENT_B_20_3, CONNORS_PERCENT_RANK_25, UO_7_14_28, SAR_0.02_0.2, BINARY_RSI_10_OVERSOLD, BINARY_RSI_14_OVERSOLD, BINARY_MACD_7_18_9_UP, BINARY_STOCH_14_3_3_K_ABOVE_D, BINARY_WILLIAMS_R_17_OVERBOUGHT, BINARY_ADX_8_STRONG_TREND, BINARY_ADX_9_UPTREND, BINARY_ADX_10_DOWNTREND, BINARY_ADX_14_DOWNTREND, BINARY_BB_20_2_BELOW, BINARY_MFI_10_OVERBOUGHT, BINARY_MFI_10_OVERSOLD
INTU;STOCH_D_14_3_3, WILLIAMS_R_17, ROC_COL_Open_10, ROC_COL_Low_10, PDI_10, PDI_12, BB_UPPER_10_1.5, BB_ZSCORE_10_2, BB_ZSCORE_20_2, BB_PERCENT_B_20_2.5, BB_SMA_30_2, BB_LOWER_50_2, BB_ZSCORE_20_3, TEMA_7, SAR_0.02_0.2, ULCER_INDEX_14, BINARY_RSI_12_OVERBOUGHT, BINARY_MACD_SIGNAL_12_26_9_UP, BINARY_WILLIAMS_R_14_OVERBOUGHT, BINARY_CCI_14_OVERBOUGHT, BINARY_ADX_8_UPTREND, BINARY_BB_30_2_ABOVE, BINARY_BB_20_3_ABOVE, BINARY_OBV_EMA_5_DOWN, BINARY_OBV_EMA_10_DOWN
GILD;RSI_12, CCI_20, ROC_2, ROC_COL_Low_2, ADX_9, MDI_14, ATR_10, BB_WIDTH_20_2, CONNORS_RSI_CLOSE_3, CHO_5_20, ULCER_INDEX_9, BINARY_EMA_12_UPTREND, BINARY_EMA_14_UPTREND, BINARY_RSI_12_OVERBOUGHT, BINARY_MACD_SIGNAL_12_26_9_UP, BINARY_MACD_HISTOGRAM_12_26_9_UP, BINARY_CCI_12_OVERSOLD, BINARY_ROC_14_UPTREND, BINARY_ATR_10_VOL_UP, BINARY_BB_20_1_ABOVE, BINARY_BB_20_2.5_BELOW, BINARY_MFI_7_OVERBOUGHT, BINARY_ADL_EMA_14_UP, BINARY_TEMA_10_UPTREND, BINARY_SAR_0.02_0.2_UP
MU;ROC_COL_Low_2, ROC_COL_Low_12, PDI_8, PDI_10, BB_PERCENT_B_10_1.5, BB_LOWER_30_2, BB_UPPER_50_2, BB_WIDTH_50_2, OBV_EMA_5, CONNORS_PERCENT_RANK_25, ADL_EMA_10, BINARY_RSI_14_OVERSOLD, BINARY_MACD_HISTOGRAM_10_20_7_UP, BINARY_WILLIAMS_R_10_OVERBOUGHT, BINARY_WILLIAMS_R_14_OVERBOUGHT, BINARY_ROC_1_UPTREND, BINARY_ROC_5_UPTREND, BINARY_ROC_7_UPTREND, BINARY_ADX_10_UPTREND, BINARY_ADX_12_DOWNTREND, BINARY_BB_20_1_ABOVE, BINARY_BB_20_1_BELOW, BINARY_BB_50_2_ABOVE, BINARY_MFI_10_OVERSOLD, BINARY_ADL_EMA_17_UP
EBAY;CCI_12, ROC_COL_Open_7, ROC_COL_High_10, ROC_COL_Low_1, PDI_9, ATR_10, ATR_14, BB_ZSCORE_10_1.5, BB_LOWER_20_2.5, BB_PERCENT_B_30_2, BB_SMA_50_2, BB_LOWER_50_2, OBV, OBV_EMA_10, CONNORS_RSI_CLOSE_3, CONNORS_PERCENT_RANK_25, CHO_3_10, BINARY_RSI_10_OVERBOUGHT, BINARY_ROC_3_UPTREND, BINARY_ROC_10_UPTREND, BINARY_BB_30_2_ABOVE, BINARY_OBV_EMA_5_UP, BINARY_ADL_EMA_15_UP, BINARY_CHO_3_10_UP, BINARY_ULCER_INDEX_14_UP
AXP;MACD_HISTOGRAM_7_18_9, ROC_10, ROC_12, ROC_COL_Open_12, ROC_COL_High_7, ROC_COL_Low_7, ADX_8, MDI_8, PDI_14, BB_ZSCORE_10_1.5, BB_UPPER_20_2.5, ADL, CHO_3_10, BINARY_RSI_14_OVERBOUGHT, BINARY_MACD_SIGNAL_7_18_9_UP, BINARY_MACD_10_20_7_UP, BINARY_ROC_3_UPTREND, BINARY_ROC_12_UPTREND, BINARY_ADX_9_UPTREND, BINARY_ADX_10_DOWNTREND, BINARY_ADX_12_DOWNTREND, BINARY_ATR_8_VOL_UP, BINARY_BB_20_1_BELOW, BINARY_OBV_EMA_5_UP, BINARY_ULCER_INDEX_14_DOWN
AMAT;MACD_12_26_9, WILLIAMS_R_14, ROC_COL_Open_1, ROC_COL_Low_12, MDI_12, ADX_14, BB_PERCENT_B_10_1.5, BB_UPPER_10_2, BB_LOWER_20_1, BB_ZSCORE_20_1, BB_UPPER_20_3, TEMA_7, BINARY_RSI_14_OVERBOUGHT, BINARY_RSI_14_OVERSOLD, BINARY_MACD_12_26_9_UP, BINARY_MACD_HISTOGRAM_7_18_9_UP, BINARY_CCI_14_OVERBOUGHT, BINARY_ROC_14_UPTREND, BINARY_ADX_8_DOWNTREND, BINARY_ADX_9_DOWNTREND, BINARY_ADX_10_DOWNTREND, BINARY_BB_20_2.5_BELOW, BINARY_OBV_EMA_5_UP, BINARY_ADL_EMA_10_UP, BINARY_ADL_EMA_10_DOWN
COST;RSI_14, MACD_SIGNAL_7_18_9, MACD_10_20_7, ROC_1, ROC_10, ROC_14, ROC_COL_Open_14, ROC_COL_High_14, ADX_10, PDI_12, ADX_14, ATR_8, BB_SMA_20_2, BB_PERCENT_B_20_2, CONNORS_RSI_CLOSE_3, ADL_EMA_12, BINARY_ADX_8_DOWNTREND, BINARY_ADX_9_UPTREND, BINARY_ADX_10_STRONG_TREND, BINARY_ADX_14_STRONG_TREND, BINARY_ATR_14_VOL_UP, BINARY_BB_10_1.5_ABOVE, BINARY_OBV_UP, BINARY_CONNORS_RSI_3_2_25_OVERBOUGHT, BINARY_TEMA_10_UPTREND
MSFT;MACD_12_26_9, MACD_HISTOGRAM_7_18_9, STOCH_D_14_3_3, ROC_COL_Open_10, ADX_10, BB_LOWER_20_1, BB_ZSCORE_20_1, BB_LOWER_50_2, BB_LOWER_20_3, BB_PERCENT_B_20_3, ADL, ADL_EMA_12, BINARY_RSI_14_OVERBOUGHT, BINARY_MACD_12_26_9_UP, BINARY_WILLIAMS_R_14_OVERSOLD, BINARY_ROC_7_UPTREND, BINARY_ROC_14_UPTREND, BINARY_ADX_9_STRONG_TREND, BINARY_ADX_10_STRONG_TREND, BINARY_BB_30_2_ABOVE, BINARY_OBV_UP, BINARY_CONNORS_RSI_3_2_25_OVERBOUGHT, BINARY_ADL_EMA_10_DOWN, BINARY_TEMA_14_UPTREND, BINARY_SAR_0.02_0.2_DOWN
ORCL;STOCH_D_14_3_3, ROC_1, ROC_COL_Open_12, ROC_COL_High_2, ROC_COL_Low_7, PDI_8, PDI_12, BB_UPPER_10_1.5, BB_PERCENT_B_20_2.5, BB_SMA_50_2, OBV_EMA_5, CONNORS_RSI_3_2_25, MFI_10, ADL_EMA_14, ADL_EMA_20, BINARY_MACD_SIGNAL_12_26_9_UP, BINARY_ROC_5_UPTREND, BINARY_ADX_9_UPTREND, BINARY_BB_10_1.5_ABOVE, BINARY_BB_30_2_ABOVE, BINARY_BB_30_2_BELOW, BINARY_BB_20_3_ABOVE, BINARY_OBV_EMA_10_DOWN, BINARY_ADL_EMA_12_UP, BINARY_TEMA_12_UPTREND
ADI;RSI_8, ROC_12, ROC_COL_Open_1, ROC_COL_Open_12, ROC_COL_High_7, ROC_COL_Low_12, PDI_8, PDI_9, PDI_10, ADX_12, BB_LOWER_20_1, BB_WIDTH_20_2, BB_LOWER_30_2, MFI_10, CHO_3_10, TEMA_10, BINARY_MACD_SIGNAL_12_26_9_UP, BINARY_MACD_SIGNAL_10_20_7_UP, BINARY_CCI_9_OVERBOUGHT, BINARY_CCI_12_OVERSOLD, BINARY_ADX_10_STRONG_TREND, BINARY_BB_10_1.5_ABOVE, BINARY_UO_7_14_28_DOWN, BINARY_ULCER_INDEX_5_UP, BINARY_ULCER_INDEX_5_DOWN
MS;ROC_5, BB_SMA_20_1, BB_PERCENT_B_20_2, BB_WIDTH_20_2.5, BB_UPPER_20_3, OBV, ADL_EMA_20, TEMA_7, TEMA_12, ULCER_INDEX_5, BINARY_EMA_5_UPTREND, BINARY_EMA_14_UPTREND, BINARY_RSI_10_OVERBOUGHT, BINARY_MACD_SIGNAL_10_20_7_UP, BINARY_ROC_2_UPTREND, BINARY_ADX_9_DOWNTREND, BINARY_ADX_14_STRONG_TREND, BINARY_ATR_10_VOL_UP, BINARY_ATR_14_VOL_UP, BINARY_BB_10_1.5_ABOVE, BINARY_BB_10_1.5_BELOW, BINARY_BB_20_2.5_BELOW, BINARY_OBV_EMA_10_UP, BINARY_ADL_EMA_14_DOWN, BINARY_ULCER_INDEX_14_DOWN
NKE;STOCH_D_14_3_3, ROC_3, ROC_12, ROC_COL_High_10, ADX_8, PDI_9, BB_ZSCORE_10_1.5, BB_WIDTH_20_1, BB_LOWER_30_2, MFI_14, ADL_EMA_17, ULCER_INDEX_9, BINARY_RSI_8_OVERBOUGHT, BINARY_RSI_14_OVERBOUGHT, BINARY_MACD_7_18_9_UP, BINARY_WILLIAMS_R_14_OVERBOUGHT, BINARY_WILLIAMS_R_14_OVERSOLD, BINARY_WILLIAMS_R_17_OVERBOUGHT, BINARY_ROC_7_UPTREND, BINARY_ROC_14_UPTREND, BINARY_ADX_10_STRONG_TREND, BINARY_ATR_14_VOL_UP, BINARY_BB_50_2_ABOVE, BINARY_BB_20_3_ABOVE, BINARY_ADL_EMA_12_DOWN
